Text,Count
"#COVID19 | ""La situación de Europa es compleja. Ellos tuvieron muchas medidas de restricción. Luego entra el verano… https://t.co/2NVrEd4gr5",1
"#COVID19 | ""La situación en México es muy preocupante. Los números muestran que el país está mal"", advierte la OMS  https://t.co/Hs9u7xPAmE",1
"#COVID19 | ""Pasas muy mal, la falta de oxígeno es tremenda"" Ever Hugo Almeida, exfutbolista y DT #780am",1
#COVID19 | #NYC  The disease is preventable; please practice prevention?  https://t.co/QdSG8k7XSn,1
#COVID19 | #WearAMask to become a contributing citizen in the fight against #Coronavirus 👊  #Unite2FightCorona https://t.co/lTYs8lqn0x,1
"#COVID19 | @desaludpr reportó hoy 16 muertes confirmadas.   Hoy, se registraron:   -647 casos confirmados  -135 cas… https://t.co/Y7Nnu77lYS",1
#COVID19 | @vpecresse lance avec la #RégionIDF des centres de tests antigéniques gratuits dans cinq centres commerc… https://t.co/JyUbjkMXrF,1
#COVID19 | A new study at @IITBhubaneswar has found that small droplets released during a sneeze can travel up to 2… https://t.co/Svr9disUOm,1
#COVID19 | Cuenta atrás para conocer la composición del comité de expertos que asesoró durante la desescalada… https://t.co/48O0yBZneD,1
"#COVID19 | Dans le cadre du confinement, le justificatif de déplacement scolaire est toujours en vigueur si vous de… https://t.co/Du9Duodakd",1
"#COVID19 | Depuis le 28 novembre, les promenades et activités physiques sont autorisées dans un rayon de 20km et po… https://t.co/XLD4929tUj",1
"#COVID19 | Déployé en 30 minutes, ce camion se transforme en un #hôpital mobile de 5 salles pouvant accueillir jusq… https://t.co/vxVwT2cPuC",1
#COVID19 | El Gobierno tiene un convenio con @AstraZeneca para acceder a la vacuna contra al COVID-19 al mismo tiem… https://t.co/LXYEbs4uCs,1
#COVID19 | El Gobierno vasco cree que hay que reducir al máximo la movilidad y los asistentes a reuniones  https://t.co/uXsnVZvp9c,1
#COVID19 | El riesgo de rebrote en #Cataluña vuelve a superar los 200 puntos y también aumenta ligeramente la veloc… https://t.co/DLgXZI9srE,1
#COVID19 | El riesgo de rebrote en #Cataluña vuelve a superar los 200 puntos y también aumenta ligeramente la veloc… https://t.co/IqnjpGFGzl,1
#COVID19 | El riesgo de rebrote en #Cataluña vuelve a superar los 200 puntos y también aumenta ligeramente la veloc… https://t.co/sPcC47E5VF,1
#COVID19 | España añade 20.000 contagios de coronavirus y supera los 45.000 fallecidos. https://t.co/FpOlLoFTyk,1
#COVID19 | Euskadi cierra noviembre con la mitad de los casos que con los que empezó https://t.co/Ou5QLkXZpk,1
#COVID19 | Exigen a Sanidad que dé los nombres del comité de expertos https://t.co/rxQlFGZvza,1
"#COVID19 | Juan Manuel Casella: ""Hay que enfrentar la pandemia con respeto, sin tenerle temor""… https://t.co/77vjcxWLcF",1
"#COVID19 | La #vacuna contra el Covid-19 de Moderna confirma una eficacia del 94%, según el estudio Cove de fase 3… https://t.co/VYkS00QIKf",1
#COVID19 | La buena noticia es que 10 mil 114 personas se han recuperado  #CiudadJuárez     https://t.co/4MdIalbEsD,1
"#COVID19 | La elaboración de contenedores de cadena ultrafrío, para el transporte de las vacunas Covid-19, empezarí… https://t.co/Zjuo1auXB6",1
"#COVID19 | Lancement officiel du bus de dépistage Covid avec Marie Cornet, directrice de cabinet du préfet de Meurt… https://t.co/ACTSYkzxln",1
#COVID19 | Make sure to #staysafe from #coronavirus with these rules!  #Unite2FightCorona https://t.co/2Nn5ezDDPI,1
"#COVID19 | Migrantes detenidos exigen el cese a la violación de sus derechos humanos. Denuncian malos tratos, tortu… https://t.co/966czuQefJ",1
#COVID19 | Moderna anuncia que su vacuna anti-covid mostró una eficacia del 100%. https://t.co/O1fWQExK3r,1
#COVID19 | Moderna pide autorización de emergencia para su vacuna contra el coronavirus https://t.co/nKrmlTyrTS https://t.co/ncdXTsmdMb,1
"#COVID19 | Moderna pide la luz verde a su vacuna, efectiva al 100 % contra la covid severa https://t.co/nXN4viVY8P",1
"#COVID19 | México registró un exceso de mortalidad atribuible al COVID-19: hay 217,989 muertes más de las esperadas… https://t.co/5Ah8zAZK55",1
"#COVID19 | Múltipes estudios exploran la posible protección que algunas vacunas, sobre todo antituberculosas, puede… https://t.co/xmfHNkFrDz",1
"#COVID19 | Na procura de asintomáticos en institutos de Pontevedra, Poio, Marín, Sanxenxo, Cambados e O Grove https://t.co/qdEMEZwza5",1
"#COVID19 | Next year, one in 33 people worldwide will be in need of aid, the #UN report found, stressing that if al… https://t.co/yZ1NU6HMTx",1
#COVID19 | Ocupação das UTIs públicas em Pernambuco sobe para 84% - https://t.co/fhcsr54K8e https://t.co/xWdjfkZpWM,1
"#COVID19 | Où me faire dépister ? Avec #TousAntiCovid, accédez rapidement à #DepistageCovid et localisez les labora… https://t.co/yCsuochamn",1
#COVID19 | Pide la ⁦OMS a México tomarse en serio la pandemia ante aumento de casos. Llama a líderes mundiales a da… https://t.co/7Uaiy8lf0M,1
"#COVID19 | Rappel 👉Depuis le 28 novembre, les promenades et activités physiques sont autorisées dans un rayon de 20… https://t.co/95IdlGlHjo",1
#COVID19 | Salones de fiesta sin baile. Reuniones al aire libre con hasta 20 personas. Bares y restaurantes con nue… https://t.co/PynNaiyg1Y,1
#COVID19 | The SOP for markets issued by the Union Health Ministry @MoHFW_INDIA to contain spread of coronavirus in… https://t.co/capSo3qxnr,1
#COVID19 | Uno de los médicos que asesora al presidente Alberto Fernández advirtió sobre un incremento en los casos… https://t.co/zcVK4jIsI5,1
#COVID19 | ¡Atención!  ¿Sabías que...? ✅  👉Durante estos 10 meses llevamos a cabo un programa dedicado al acompañam… https://t.co/Lco7JGnjAN,1
#COVID19 | 📌La publication du jour  #Vaccination - Recommandations préliminaires sur la stratégie de priorisation d… https://t.co/NmXyUgMFV6,1
#COVID19 |Port du #Masque en #SeineEtMarne 📢😷Nous vous rappelons que le port du masque est généralisé et obligatoir… https://t.co/9JP5wqzNWl,1
#COVID19 || Sabías que ... @AytodeBedmar @erpablo @supercatena @JFrSerrano @CarrerasEnrique @sanchez_martos https://t.co/GKS8Remypi,1
"#COVID19 ~ ""Cognitive Load Theory: Explaining our fight for focus."" Cognitive Load Theory provides a useful framewo… https://t.co/oeTwr0JyWr",1
"#COVID19 À ma demande, des équipes ont analysé la qualité de l’air sur le terrain. Nous avons effectué 70 tests de… https://t.co/LeVAxq4Fnb",1
#COVID19 à #Lyon : plusieurs spectacles annulés ou reportés à cause des restrictions sanitaires https://t.co/XBAaGk2Qkb via @actufr,1
#COVID19 à #Paris. Le procès des #AttentatsJanvier2015 reprendra mercredi https://t.co/jEZiAYvRU0 via @actufr,1
#COVID19 öldürücülüğü modifiye edilmiş bir virustur.,1
#COVID19 önlemleri kapsamında  Şiir okudu..  Valla..  #Anlayana,1
#COVID19 önlemleri kapsamında hasta kabullerimiz HES KODU ile yapılacaktır. Lütfen RANDEVU alırken HES KODUNUZU ver… https://t.co/ft78BvevlI,1
#COVID19 Больница. Днепр. Переписка с женой https://t.co/pDsZhGld7T,1
#COVID19 وَأَنَّهُمْ ظَنُّوا كَمَا ظَنَنتُمْ أَن لَّن يَبْعَثَ اللَّهُ أَحَدًا 👈هل تخاطبنا هاته الآية اليوم (#الاجتهاد_والتقليد_باطل ),1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/085gRHNJfc",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/1r5F1soyk9",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/2K3uTISYcC",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/2d5ezIbbuF",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/2q6wIha0RV",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/3EhYOv6Idf",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/3MqUmgUwAW",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/4veZTZ7dK8",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/4zyAoXYWhe",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/5alVSU5alx",1
"#COVID19 का खतरा अभी टला नह��ं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/6f3Vix2OoY",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/7AAb6EpAP5",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/7cC5QPmSIp",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/9JhL9AhhUy",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/9Ki8dxvIqW",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/Asss3psbt5",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/ClsCi5KSSS",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/Fg3EzS0oSn",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/GCvnwXmTTF",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/HamPBnUwEp",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/JhvjsO8TPw",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/KM1gkAA17N",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/Lsx0EZ3KJG",1
"#COVID19 का खतरा अभी टला नहीं है। चेहरे पर मास्क जरूर लगाएं, आपस में 2 गज की दूरी बनाए रखें और बार—बार साबुन से हाथ… https://t.co/MwbKTSW9Ym",1
